id,member_id,loan_amnt,funded_amnt,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,loan_is_bad
3295075,4067285,11500,11500,371.94,B,B1,Bombardier/Learjet,10.0,MORTGAGE,60000.0,debt_consolidation,Freedom,672xx,KS,9.22,0,Nov-1999,0,,93.0,9,1,4985,51.4%,17,f,0,,INDIVIDUAL,0,0.0,92967.0,False
3285211,4057420,3000,3000,92.12,A,A2,Intercall,1.0,MORTGAGE,80000.0,debt_consolidation,Credit Card Payoff,301xx,GA,5.92,0,Jan-2002,1,,,16,0,3092,6.4%,34,f,0,,INDIVIDUAL,0,0.0,202304.0,False
3265558,4017818,24200,24200,539.79,B,B3,Raytheon,10.0,MORTGAGE,115000.0,debt_consolidation,Debt C,018xx,MA,19.91,0,Jan-1991,0,,,14,0,18718,71.2%,32,w,0,,INDIVIDUAL,0,0.0,436640.0,False
3105049,3777266,11000,11000,396.41,D,D1,Gaynor Minden,4.0,RENT,55000.0,debt_consolidation,Get On Track!,100xx,NY,11.78,0,Nov-2004,0,47.0,,15,0,11125,60.1%,19,f,0,,INDIVIDUAL,0,0.0,23209.0,False
3295257,4067484,7000,7000,232.91,B,B3,douglas County Public Library,10.0,MORTGAGE,49000.0,credit_card,creditcard,894xx,NV,25.32,0,Feb-1983,2,25.0,,9,0,9384,46.5%,25,f,0,,INDIVIDUAL,0,1229.0,142302.0,False
3295221,4067444,15000,15000,547.95,D,D3,,10.0,RENT,50004.0,small_business,Business Loan,302xx,GA,9.34,0,Jan-1988,0,,83.0,10,3,0,0%,19,f,0,,INDIVIDUAL,0,0.0,182602.0,False
3006083,3638346,29500,29500,706.62,C,C2,WAFF TV (Raycom Media),3.0,MORTGAGE,115000.0,debt_consolidation,Consolidation Loan,358xx,AL,11.95,0,Dec-2000,0,55.0,,11,0,27176,83.4%,27,f,0,55.0,INDIVIDUAL,0,0.0,258603.0,False
3294665,4066835,5750,5750,194.05,B,B4,Plumchoice Inc.,3.0,MORTGAGE,30000.0,debt_consolidation,debt consolidation,165xx,PA,32.4,0,Dec-2001,0,,111.0,17,1,9528,44.7%,19,f,0,,INDIVIDUAL,0,0.0,97850.0,False
3236863,3979284,16400,16400,553.46,B,B4,Dr. Hollingsworth,10.0,MORTGAGE,37000.0,credit_card,credit card refinance,644xx,MO,22.09,0,Mar-1993,0,,,12,0,23776,55.1%,25,w,0,,INDIVIDUAL,0,0.0,31782.0,False
3285147,4057352,2500,2500,83.18,B,B3,"AutoGenomics, Inc.",6.0,OWN,84820.0,debt_consolidation,consolidation,919xx,CA,14.11,0,Jun-1972,1,,,10,0,10703,81.7%,12,f,0,,INDIVIDUAL,0,0.0,265141.0,False
3220075,3962931,20000,20000,656.11,B,B2,SSM HealthCare,5.0,MORTGAGE,82000.0,debt_consolidation,Debt Consolidation,633xx,MO,22.29,0,Jul-1999,0,,,10,0,26452,90.3%,25,w,0,,INDIVIDUAL,0,0.0,168870.0,False
3057114,3729734,15000,15000,485.14,B,B1,,,MORTGAGE,57000.0,debt_consolidation,Debt Consolidation Loan,342xx,FL,15.25,1,Jan-1972,0,17.0,,10,0,35745,54.6%,27,f,0,31.0,INDIVIDUAL,0,0.0,220968.0,False
3216286,3958616,10000,10000,323.43,B,B1,SHANER HOTEL GROUP,5.0,MORTGAGE,105000.0,credit_card,CREDIT CARD REFINANCE,168xx,PA,11.51,0,Sep-1994,1,,,14,0,12821,54.6%,29,f,0,,INDIVIDUAL,0,0.0,249413.0,False
3056792,3729369,18000,18000,481.82,E,E1,LKQ,1.0,RENT,40000.0,debt_consolidation,debt consolidation,344xx,FL,27.0,0,Nov-1996,0,,,7,0,21559,77.3%,9,w,0,,INDIVIDUAL,0,0.0,36402.0,False
3285068,4057263,19000,19000,614.51,B,B1,Thomson Reuters,8.0,RENT,100000.0,debt_consolidation,Lending Club Loan,117xx,NY,12.62,0,Dec-1996,0,,,6,0,15684,85.2%,14,w,0,,INDIVIDUAL,0,0.0,22218.0,False
3285124,4057328,24000,24000,809.93,B,B4,US ARMY,8.0,RENT,69307.19,debt_consolidation,2013 Consolidation,853xx,AZ,14.61,0,Mar-2002,0,,,8,0,32415,68.4%,14,w,0,,INDIVIDUAL,0,0.0,32415.0,False
3295223,4067446,8500,8500,320.24,E,E2,usaf,4.0,RENT,48000.0,debt_consolidation,debt,330xx,FL,19.48,0,Apr-2009,2,,,5,0,8095,63.2%,6,f,0,,INDIVIDUAL,0,0.0,45441.0,False
3295217,4067440,4950,4950,180.18,D,D2,Hartland Consolidated Schools,5.0,MORTGAGE,55000.0,debt_consolidation,New Home,488xx,MI,5.98,0,Oct-1999,1,73.0,,7,0,7238,71%,17,f,0,,INDIVIDUAL,0,0.0,7238.0,False
3219898,3962725,25000,25000,658.46,D,D5,American Institutes for Research,6.0,MORTGAGE,90000.0,debt_consolidation,Reduce Debt,223xx,VA,17.77,0,Sep-2000,1,,,16,0,10789,67.9%,33,f,0,,INDIVIDUAL,0,0.0,422811.0,False
3219565,3962360,9000,9000,328.77,D,D3,lunds food ltd,10.0,MORTGAGE,42000.0,debt_consolidation,Debt consolidation,550xx,MN,9.26,0,Jun-1996,1,,,11,0,10046,65.7%,13,f,0,,INDIVIDUAL,0,0.0,10046.0,False
1621942,1894118,18825,18825,626.34,B,B3,United States Air Force,7.0,MORTGAGE,55000.0,debt_consolidation,Consolidation from new house remodeling ,150xx,PA,30.14,0,Jul-2003,0,,,8,0,19723,74.1%,11,f,0,,INDIVIDUAL,0,0.0,44117.0,False
3244680,3986831,12800,12800,419.91,B,B2,city of margate,10.0,MORTGAGE,105000.0,home_improvement,HOME LOAN,330xx,FL,18.42,0,Aug-1998,2,,,18,0,21048,47.1%,39,w,0,,INDIVIDUAL,0,0.0,306110.0,False
3285109,4057311,5000,5000,138.04,E,E4,"glp engineering, inc.",4.0,MORTGAGE,155000.0,other,Other,927xx,CA,13.46,0,Dec-1998,0,,,12,0,19927,95.3%,18,f,0,,INDIVIDUAL,0,0.0,583137.0,True
3295200,4067424,11000,11000,371.22,B,B4,rotr,2.0,MORTGAGE,38000.0,credit_card, loan #2,920xx,CA,28.17,0,Jul-1988,0,,,12,0,22477,85.8%,17,f,0,,INDIVIDUAL,0,0.0,33600.0,False
3295195,4067418,16000,16000,391.56,C,C4,US ARMY,6.0,RENT,60000.0,debt_consolidation,debt consolidation,276xx,NC,23.14,0,Nov-2005,3,,,12,0,10519,56.3%,24,f,0,,INDIVIDUAL,0,0.0,257844.0,False
3295197,4067420,20000,20000,656.11,B,B2,VISITING NURSE SERVICE HOME CARE,10.0,MORTGAGE,84609.55,debt_consolidation,DEBT PAYOFF,103xx,NY,13.94,0,Jan-1988,0,,,11,0,47267,60.5%,24,f,0,,INDIVIDUAL,0,0.0,225788.0,False
3294901,4067093,10000,10000,365.3,D,D3,Riverside County Sheriff's Department,10.0,RENT,70000.0,wedding,Wedding Fund,922xx,CA,11.88,0,Jan-2002,0,67.0,57.0,8,1,3979,24.4%,20,f,0,,INDIVIDUAL,0,0.0,32135.0,False
3220250,3963108,7750,7750,277.36,C,C5,genesis health care,4.0,RENT,30000.0,credit_card,credit card payoff,078xx,NJ,20.77,0,May-2007,0,,,6,0,6902,78.4%,11,f,0,,INDIVIDUAL,0,0.0,10291.0,False
3284784,4056958,10750,10750,334.99,A,A3,"Therapeutic Interventions, Inc",4.0,MORTGAGE,40000.0,debt_consolidation,I want to be debt free!,233xx,VA,17.34,0,Jul-1997,0,,,10,0,12973,34.3%,28,f,0,,INDIVIDUAL,0,0.0,178188.0,False
3285112,4057315,29175,29175,1001.82,C,C1,Rush University Medical Center,4.0,RENT,64858.0,credit_card,Credit Card,606xx,IL,23.24,0,Nov-1998,1,69.0,,18,0,20801,50.4%,30,f,0,69.0,INDIVIDUAL,0,0.0,45051.0,False
3221524,3964563,2300,2300,74.39,B,B1,City of Allen Police Department,10.0,MORTGAGE,85000.0,major_purchase,Rifle,750xx,TX,0.82,0,May-1996,0,73.0,,3,0,2756,55.1%,18,w,0,,INDIVIDUAL,0,0.0,130303.0,False
3295183,4067405,12000,12000,404.97,B,B4,Aramark Uniform Services,4.0,MORTGAGE,55000.0,debt_consolidation,Debt consolidation,431xx,OH,14.14,0,Nov-1997,1,56.0,78.0,9,1,10889,39.7%,21,w,0,,INDIVIDUAL,0,224.0,29805.0,False
3304574,4076727,8000,8000,262.45,B,B2,pa liquor control board,6.0,OWN,35000.0,credit_card,no more cards,191xx,PA,16.08,0,Jan-2002,0,,,10,0,6602,62.3%,18,f,0,,INDIVIDUAL,0,0.0,19052.0,False
3295162,4067381,3250,3250,118.73,D,D3,costco,3.0,RENT,21000.0,debt_consolidation,School,941xx,CA,11.43,0,Sep-2005,0,,,2,0,916,91.6%,4,f,0,,INDIVIDUAL,0,0.0,14272.0,False
3285045,4057239,9600,9600,299.15,A,A3,Fresenius Medical Care,2.0,MORTGAGE,86000.0,debt_consolidation,Consolidation,553xx,MN,18.58,0,Sep-2000,1,,116.0,24,1,10285,57.1%,34,f,0,,INDIVIDUAL,0,0.0,284541.0,False
3295143,4067363,9000,9000,273.92,A,A1,JustShareIt Inc.,1.0,RENT,51000.0,debt_consolidation,Started a business. Failed & need help.,941xx,CA,11.06,0,Mar-1987,0,,,11,0,1719,3.3%,24,w,0,,INDIVIDUAL,0,0.0,43473.0,False
3295029,4067237,10000,10000,332.72,B,B3,hollister inc,10.0,MORTGAGE,65000.0,debt_consolidation,debt consolidation,244xx,VA,26.9,0,May-2001,0,,,12,0,23738,71.1%,35,f,0,,INDIVIDUAL,0,0.0,305222.0,False
3197852,3930771,15000,15000,499.08,B,B3,Appalachian Regional Healthcare,4.0,RENT,51000.0,credit_card,Credit card refinancing,413xx,KY,13.29,0,Feb-1996,2,,106.0,12,1,13730,67.6%,18,f,0,,INDIVIDUAL,0,0.0,21663.0,False
3285069,4057266,10000,10000,337.47,B,B4,Temple Community Hospital,10.0,RENT,69600.0,debt_consolidation,Debt Consolidation,907xx,CA,31.9,0,Dec-2003,2,,,21,0,10859,46.6%,26,f,0,,INDIVIDUAL,0,0.0,66301.0,False
3105853,3778176,9000,9000,291.09,B,B1,DENSO International America,2.0,MORTGAGE,95000.0,debt_consolidation,Debt consolidation,483xx,MI,7.17,4,Sep-1995,0,10.0,19.0,9,1,1182,14.8%,28,f,0,10.0,INDIVIDUAL,0,0.0,216208.0,False
3285055,4057251,12300,12300,415.09,B,B4,gmac insurance,10.0,MORTGAGE,44600.0,debt_consolidation,Debt consolidation,272xx,NC,31.24,0,Jul-1989,0,40.0,,17,0,18616,55.4%,29,f,0,,INDIVIDUAL,0,185.0,203821.0,False
3294943,4067143,10000,10000,323.43,B,B1,Clearlink,1.0,MORTGAGE,46000.0,debt_consolidation,Debt Consolidation,846xx,UT,18.5,0,Oct-2001,0,,,12,0,10124,46.4%,19,w,0,,INDIVIDUAL,0,0.0,232551.0,False
3236155,3978466,26000,26000,593.05,B,B4,Covenant House NJ,10.0,MORTGAGE,103000.0,credit_card,Credit card consolidation,082xx,NJ,15.22,0,Dec-1994,0,,,7,0,26723,83.2%,14,f,0,,INDIVIDUAL,0,0.0,215921.0,False
3096087,3768433,20000,20000,414.2,A,A5,Marla Heikkala & Assc,10.0,MORTGAGE,103000.0,credit_card,interest reduction,986xx,WA,32.05,0,Sep-1992,0,,,14,0,14900,44.6%,32,f,0,,INDIVIDUAL,0,0.0,378949.0,False
3015908,3628176,8000,8000,288.3,D,D1,USAF,10.0,MORTGAGE,95000.0,debt_consolidation,Credit Card Consolidation,325xx,FL,15.26,2,Mar-1996,0,0.0,,10,0,10053,63.2%,21,w,0,,INDIVIDUAL,1,95.0,124456.0,False
3284986,4057178,5000,5000,175.3,C,C3,Office of the Senate President,1.0,RENT,52000.0,debt_consolidation,Consolidation Loan,606xx,IL,14.28,0,Jul-2006,2,,,21,0,3581,26.9%,23,f,0,,INDIVIDUAL,0,76.0,80785.0,False
3284913,4057094,10500,10500,319.58,A,A1,Roadmaster Transportation,3.0,MORTGAGE,40000.0,home_improvement,Front Yard Rebuild,890xx,NV,2.55,0,May-1995,2,,,8,0,2848,9.3%,14,f,0,,INDIVIDUAL,0,0.0,126017.0,False
3285041,4057236,23000,23000,716.72,A,A3,"Regular - Usually arrives in 5-7 days, m",10.0,RENT,94000.0,credit_card,Refinance credit car debt,972xx,OR,19.85,0,Nov-1976,0,,,12,0,23039,65.5%,19,f,0,,INDIVIDUAL,0,0.0,50392.0,False
3295107,4067320,10000,10000,332.72,B,B3,Crossroads CSB,1.0,MORTGAGE,48000.0,credit_card,CC Loan,239xx,VA,7.3,0,Sep-1995,1,,90.0,7,1,10363,46.1%,13,f,0,,INDIVIDUAL,0,0.0,116145.0,False
3285024,4057218,12000,12000,381.04,A,A5,McCue Corporation,10.0,MORTGAGE,120000.0,debt_consolidation, Debt Consolidation,300xx,GA,7.61,0,Jul-2002,0,68.0,,9,0,8699,77.7%,26,w,0,68.0,INDIVIDUAL,0,0.0,220793.0,False
3238673,3981329,6000,6000,214.73,C,C5,Johnson & Brennan,2.0,RENT,45000.0,small_business,Business,803xx,CO,13.15,0,May-2005,0,,,4,0,13750,56.1%,6,w,0,,INDIVIDUAL,0,0.0,29799.0,False
3295037,4067245,9000,9000,299.45,B,B3,EaglePicher Technologies,3.0,MORTGAGE,38000.0,debt_consolidation,Debt Payoff,648xx,MO,20.31,0,Dec-2002,0,,,12,0,7110,64.6%,31,f,0,,INDIVIDUAL,0,0.0,105027.0,False
3295078,4067289,7000,7000,239.55,B,B5,Basha diagnostics,7.0,RENT,40000.0,credit_card,Credit card loan,482xx,MI,22.5,0,Jul-2006,0,57.0,,10,0,11725,46.3%,13,w,0,,INDIVIDUAL,0,0.0,23987.0,False
3284775,4056947,15250,15250,559.39,D,D4,tender touch health care,7.0,MORTGAGE,120000.0,wedding,personal loan,328xx,FL,14.69,1,Jan-2002,2,6.0,,24,0,18980,70%,36,f,0,,INDIVIDUAL,0,0.0,264238.0,True
3295043,4067253,19725,19725,449.92,B,B4,Celanese,5.0,MORTGAGE,144500.0,small_business,Working capital for business startup,750xx,TX,8.11,0,Jan-1997,0,,,6,0,6335,12.2%,23,w,0,,INDIVIDUAL,0,0.0,194054.0,False
3295073,4067283,1200,1200,39.93,B,B3,Hank's Food Service LLC,4.0,MORTGAGE,23000.0,home_improvement,Money for Tile work and Minor Repairs,228xx,VA,6.55,0,Jul-2004,1,,,11,0,2872,8%,20,f,0,,INDIVIDUAL,0,0.0,2940.0,False
3295065,4067275,4500,4500,156.68,C,C2,att,10.0,MORTGAGE,78000.0,home_improvement,home ,945xx,CA,13.03,1,Aug-1994,0,10.0,,5,0,12637,83.7%,11,f,0,,INDIVIDUAL,0,0.0,27817.0,False
3238834,3981517,20000,20000,674.94,B,B4,PROGRESS RAIL SERVICES,10.0,OWN,55000.0,credit_card,Credit card refinancing,791xx,TX,17.61,0,Oct-1993,0,53.0,,11,0,25048,63.1%,35,f,0,53.0,INDIVIDUAL,0,0.0,68855.0,False
3154467,3917195,15000,15000,499.08,B,B3,LexisNexis,2.0,RENT,85000.0,credit_card,Credit Card Payoffs,078xx,NJ,8.34,0,Mar-2002,3,,,8,0,13499,68.2%,11,w,0,,INDIVIDUAL,0,0.0,17277.0,False
2906064,3538416,9600,9600,319.41,B,B3,Huntingdon life sciences,1.0,RENT,40000.0,credit_card,Consolidation,077xx,NJ,22.8,0,Dec-2004,0,40.0,,14,0,14607,57.1%,17,f,0,,INDIVIDUAL,0,0.0,36487.0,False
3244642,3986793,16000,16000,586.91,D,D4,keystone rv,1.0,MORTGAGE,60000.0,small_business,Business,465xx,IN,5.7,0,Nov-2005,2,,,5,0,10881,70.7%,10,w,0,,INDIVIDUAL,0,0.0,10881.0,False
3294965,4067169,19400,19400,645.48,B,B3,City of Olympia,10.0,MORTGAGE,55000.0,credit_card,Credit card refinance,985xx,WA,7.24,0,Sep-2001,0,49.0,61.0,5,2,12063,94.2%,11,w,0,56.0,INDIVIDUAL,0,0.0,281406.0,False
3295032,4067240,10000,10000,328.06,B,B2,HP,1.0,OWN,40000.0,debt_consolidation,Debt Consolidation,054xx,VT,17.46,0,Sep-2007,3,,,5,0,9542,22.7%,9,f,0,,INDIVIDUAL,0,0.0,26761.0,False
3163454,3876124,10625,10625,363.61,B,B5,Troon North Golf Club,1.0,RENT,50000.0,debt_consolidation,My Consolidation,850xx,AZ,21.86,0,Apr-2001,0,29.0,87.0,4,1,5979,74.7%,10,w,0,41.0,INDIVIDUAL,0,0.0,16907.0,True
3016699,3629100,21000,21000,639.15,A,A1,Stetson Engineers,10.0,MORTGAGE,150000.0,house,Home buying,917xx,CA,11.78,0,Apr-1997,5,,,12,0,173126,24.1%,25,w,0,,INDIVIDUAL,0,0.0,594192.0,False
3295014,4067216,24000,24000,747.88,A,A3,"AppNexus, Inc.",2.0,MORTGAGE,125000.0,credit_card,Consolidating my credit card debts,109xx,NY,6.57,0,Aug-2006,1,,,12,0,20362,40.9%,15,f,0,,INDIVIDUAL,0,0.0,459119.0,False
3294994,4067199,15000,15000,525.88,C,C3,Offshore Service & Supply,3.0,RENT,77000.0,debt_consolidation,Debt Free Plan,705xx,LA,25.45,0,Oct-2001,1,,,13,0,13392,73.2%,26,f,0,,INDIVIDUAL,0,0.0,41858.0,False
3284917,4057099,15000,15000,499.08,B,B3,SAP America,10.0,MORTGAGE,133000.0,credit_card,Credit card refinancing,750xx,TX,4.92,0,Oct-2008,0,,,6,0,16780,81.5%,10,f,0,,INDIVIDUAL,0,0.0,329097.0,False
2935495,3547777,2200,2200,75.55,C,C1,Association of Christian Schools Interna,10.0,RENT,40000.0,credit_card,Finance Loan,750xx,TX,3.9,0,Jun-1995,0,33.0,91.0,3,1,5948,67.6%,12,f,0,,INDIVIDUAL,0,0.0,6364.0,False
3284920,4057102,6000,6000,163.98,E,E3,Bryant Rubber Corp,1.0,MORTGAGE,90000.0,other,Other,907xx,CA,13.2,0,Mar-1992,1,,,12,0,15654,60.4%,25,f,0,,INDIVIDUAL,0,0.0,327713.0,False
3284846,4057021,5000,5000,174.09,C,C2,Helping Hand,7.0,RENT,38000.0,credit_card,credit card payment,110xx,NY,15.09,0,Apr-2006,0,,,5,0,5604,81.2%,14,f,0,,INDIVIDUAL,0,0.0,12565.0,False
3014651,3626820,18000,18000,501.97,E,E5,E.I. Dupont,10.0,MORTGAGE,46000.0,debt_consolidation,Consolidation,188xx,PA,27.47,0,Dec-2002,1,,,10,0,8455,91.9%,17,w,0,,INDIVIDUAL,0,0.0,129037.0,True
3239576,3982355,30000,30000,684.29,B,B4,DMB Associates,6.0,MORTGAGE,118000.0,debt_consolidation,Debt Consolidation,852xx,AZ,15.67,0,Jul-2000,0,49.0,,15,0,54820,43.2%,32,f,0,,INDIVIDUAL,0,0.0,445977.0,False
3244942,3987093,12000,12000,412.06,C,C1,Chartis Global Claims,1.0,RENT,42000.0,credit_card,Credit card refinancing,928xx,CA,5.63,0,Apr-2001,1,,,5,0,9139,91.4%,21,w,0,,INDIVIDUAL,0,0.0,9139.0,False
3294927,4067125,8875,8875,317.62,C,C5,Starr Restaurants,1.0,RENT,55000.0,debt_consolidation,First Loan,191xx,PA,6.17,0,Dec-1997,1,54.0,,5,0,2208,63.1%,13,w,0,54.0,INDIVIDUAL,0,0.0,7367.0,False
3221429,3964459,20000,20000,499.96,C,C5,,,MORTGAGE,75732.0,debt_consolidation,Debt Consolidation,809xx,CO,21.66,0,Sep-1993,1,,,15,0,27631,57.4%,42,w,0,,INDIVIDUAL,0,0.0,340109.0,False
3284891,4057071,9250,9250,331.04,C,C5,Toot-Toot,2.0,RENT,28911.0,credit_card,Refinance,644xx,MO,20.31,0,Nov-2003,1,30.0,,13,0,10040,80.3%,22,w,0,30.0,INDIVIDUAL,0,0.0,17655.0,False
3284887,4057067,29000,29000,937.93,B,B1,"ViaSat, Inc.",3.0,MORTGAGE,105000.0,credit_card,2013 Debt free plan,926xx,CA,18.57,1,Oct-1998,1,6.0,,20,0,36042,55.1%,31,f,0,6.0,INDIVIDUAL,0,0.0,426909.0,True
3284877,4057056,14100,14100,462.56,B,B2,AT&T,5.0,MORTGAGE,40000.0,debt_consolidation,Debt consolidation,481xx,MI,7.26,0,Sep-2001,2,,,9,0,12012,60.1%,25,w,0,,INDIVIDUAL,0,0.0,84871.0,False
3294899,4067091,12000,12000,438.36,D,D3,SIRVA Relocation,10.0,RENT,125000.0,other,Personal Loan,550xx,MN,19.18,4,Jan-1997,0,2.0,,13,0,6493,18.6%,41,f,0,,INDIVIDUAL,0,0.0,69666.0,False
3255375,4027614,15000,15000,536.81,C,C5,jeff hunter toyota,10.0,MORTGAGE,75000.0,home_improvement,home improvement,767xx,TX,17.68,0,Jan-2005,0,,,12,0,9569,81.8%,22,f,0,,INDIVIDUAL,0,0.0,100348.0,False
3215672,3957914,24375,24375,666.17,E,E3,Jazz Semiconductor Inc.,10.0,OWN,55000.0,credit_card,Debt Consolidate,926xx,CA,8.77,0,Jan-1993,3,,,8,0,20223,52.7%,20,f,0,,INDIVIDUAL,0,0.0,20223.0,False
3294887,4067078,14000,14000,480.74,C,C1,Chicago Fire Department,4.0,MORTGAGE,75000.0,credit_card,Credit Card Loan,606xx,IL,24.83,0,Sep-1998,2,,113.0,8,1,7681,80%,26,f,0,,INDIVIDUAL,0,0.0,257125.0,False
3294896,4067087,24375,24375,918.33,E,E2,Presbyterian orthopeadic Hospital,4.0,MORTGAGE,61000.0,wedding,Wedding and debt consolidation loan,297xx,SC,16.47,0,May-1998,0,35.0,,11,0,13024,84.6%,34,w,0,,INDIVIDUAL,0,0.0,111897.0,False
3284850,4057023,18225,18225,589.44,B,B1,Verizon Communications,10.0,RENT,85000.0,debt_consolidation,Blessing to payback quicker loan,104xx,NY,13.72,0,Aug-1999,0,,98.0,13,1,13008,44.9%,25,f,0,,INDIVIDUAL,0,0.0,32809.0,True
3240399,3983264,11200,11200,384.59,C,C1,lullo construction,3.0,MORTGAGE,67000.0,debt_consolidation,time to get it done,605xx,IL,8.58,0,Apr-2005,2,,,9,0,9641,49.2%,18,f,0,,INDIVIDUAL,0,0.0,25543.0,False
3284844,4057019,20800,20800,714.24,C,C1,,,MORTGAGE,51000.0,debt_consolidation,Debt Consolidation,322xx,FL,15.65,0,Dec-1992,0,,,7,0,25157,101%,18,w,0,,INDIVIDUAL,0,0.0,191897.0,True
3264713,4016892,7750,7750,266.13,C,C1,"Investment Properties, Inc.",10.0,MORTGAGE,106000.0,credit_card,CC Refi,217xx,MD,23.3,0,Jun-1998,2,,,8,0,30047,87.3%,24,f,0,,INDIVIDUAL,0,0.0,486606.0,False
3294764,4066945,30000,30000,1030.15,C,C1,Bob Evans Farms Inc,3.0,MORTGAGE,250000.0,credit_card,Debt Consolidation,432xx,OH,14.76,1,Jul-1998,2,12.0,,12,0,26260,76.8%,26,f,0,,INDIVIDUAL,0,0.0,444337.0,False
2935438,3547714,6250,6250,210.92,B,B4,Sovereign Commerical Services,2.0,RENT,22000.0,car,car loan,186xx,PA,23.78,0,Oct-1982,0,,97.0,7,1,15021,56.9%,19,f,0,,INDIVIDUAL,0,0.0,15021.0,False
3294843,4067031,15000,15000,555.32,D,D5,,,RENT,60000.0,debt_consolidation,get the man off my back,447xx,OH,13.98,1,Apr-2005,3,22.0,,15,0,7160,59.2%,23,f,0,50.0,INDIVIDUAL,0,104.0,15985.0,True
3294766,4066948,23500,23500,655.34,E,E5,CSC (Computer Science Corporation),5.0,MORTGAGE,53500.0,debt_consolidation,Debt consolidation,782xx,TX,12.72,0,May-2005,1,71.0,,7,0,9807,86%,11,w,0,,INDIVIDUAL,0,0.0,173090.0,False
3294738,4066917,7200,7200,254.17,C,C4,Western Vista FCU,3.0,RENT,36288.0,debt_consolidation,Debt Consolidation,820xx,WY,19.05,0,Aug-1999,1,,,6,0,7213,67.4%,24,f,0,,INDIVIDUAL,0,0.0,32234.0,False
3156256,3868519,7700,7700,277.49,D,D1,Cvs,1.0,RENT,26000.0,debt_consolidation,Debt Help,236xx,VA,22.8,0,Jul-2005,1,,99.0,15,1,6659,64.7%,18,f,0,,INDIVIDUAL,0,0.0,37797.0,False
3294831,4067019,28000,28000,889.09,A,A5,Akron General Hospital,1.0,MORTGAGE,100000.0,credit_card,Lending Club loan,443xx,OH,26.5,0,Oct-1993,1,,,15,0,66666,64.9%,28,w,0,,INDIVIDUAL,0,0.0,212508.0,False
3284788,4056956,10000,10000,353.01,C,C4,peoria post office,10.0,RENT,55000.0,debt_consolidation,my life saver,616xx,IL,11.35,0,Dec-1994,1,,,12,0,20691,80.5%,24,f,0,,INDIVIDUAL,0,0.0,20691.0,False
3284779,4056951,7200,7200,239.56,B,B3,AT&T ,3.0,RENT,85000.0,debt_consolidation,Pay off Bills,921xx,CA,8.2,0,May-2006,1,55.0,,10,0,4843,38.1%,17,f,0,55.0,INDIVIDUAL,0,0.0,25077.0,False
3284771,4056942,11625,11625,410.37,C,C4,Port Chester Nursing Home,10.0,RENT,34000.0,debt_consolidation,Debt Consolidation,105xx,NY,13.45,0,Feb-1996,0,,112.0,9,1,12486,60%,13,w,0,,INDIVIDUAL,0,0.0,12486.0,False
3235599,3977841,23500,23500,846.88,D,D1,Cook Pharmica LLC,2.0,RENT,52300.0,debt_consolidation,Credit Card Pay off,474xx,IN,16.42,0,May-2002,1,,,9,0,18350,74%,15,f,0,,INDIVIDUAL,0,0.0,18350.0,False
3284783,4056957,26500,26500,964.57,D,D2,Walmart/Sams Club,10.0,MORTGAGE,60000.0,debt_consolidation,consolidation,871xx,NM,23.7,0,Oct-1994,3,,,10,0,18784,58.9%,38,f,0,,INDIVIDUAL,0,0.0,174980.0,False
3284695,4056863,10000,10000,350.59,C,C3,Floormax,2.0,RENT,40000.0,debt_consolidation,Never Again,212xx,MD,1.95,0,Oct-1974,1,31.0,,6,0,2753,28.4%,19,w,0,31.0,INDIVIDUAL,0,1445.0,2753.0,True
3294786,4066970,9600,9600,292.19,A,A1,Parks Lincoln of Longwood,10.0,MORTGAGE,75000.0,home_improvement,Pool Improvements,327xx,FL,0.8,0,Aug-1991,0,,,5,0,565,0.9%,14,w,0,,INDIVIDUAL,0,0.0,219251.0,False
3294819,4067007,4000,4000,134.99,B,B4,Marriott International,10.0,OWN,280000.0,debt_consolidation,DebtConsolidation,211xx,MD,8.98,0,Jul-1992,2,27.0,,10,0,181439,78.4%,35,w,0,27.0,INDIVIDUAL,0,0.0,503409.0,False
3284769,4056940,14000,14000,426.1,A,A1,A C Collins Ford Inc,10.0,MORTGAGE,104000.0,debt_consolidation,liquid,770xx,TX,22.05,0,Feb-1996,3,,,23,0,1028,1.6%,62,f,0,,INDIVIDUAL,0,0.0,276918.0,False
3294794,4066980,20000,20000,656.11,B,B2,Kaiser Permanente,6.0,RENT,60000.0,debt_consolidation,Debt Free,900xx,CA,16.42,0,Nov-1978,0,56.0,,6,0,6265,38.4%,14,f,0,56.0,INDIVIDUAL,0,0.0,8901.0,False
3294813,4066999,8000,8000,266.18,B,B3,Sears Holding Corporation,10.0,MORTGAGE,68000.0,credit_card,Pay off credit cards,189xx,PA,14.4,2,Jan-1993,1,12.0,,14,0,9887,60.3%,26,f,0,24.0,INDIVIDUAL,0,0.0,163580.0,True
